lat,lon
50.3706133,-4.1037467
50.3706617,-4.1037217
50.3707067,-4.1036933
50.3707500,-4.1036617
50.3707950,-4.1036333
50.3708383,-4.1036017
50.3708817,-4.1035700
50.3709250,-4.1035383
50.3709683,-4.1035150
50.3710117,-4.1034950
50.3710517,-4.1034700
50.3710967,-4.1034433
50.3711417,-4.1034167
50.3711783,-4.1034000
50.3712167,-4.1033817
50.3712533,-4.1033600
50.3712900,-4.1033400
50.3713267,-4.1033200
50.3713650,-4.1033000
50.3714017,-4.1032767
50.3714517,-4.1032567
50.3714917,-4.1032333
50.3715367,-4.1032183
50.3715800,-4.1032017
50.3716200,-4.1031817
50.3716600,-4.1031667
50.3716983,-4.1031467
50.3717400,-4.1031217
50.3717667,-4.1030783
50.3717883,-4.1030250
50.3718117,-4.1029733
50.3718400,-4.1029333
50.3718683,-4.1029050
50.3718967,-4.1028867
50.3719300,-4.1028700
50.3719617,-4.1028450
50.3719933,-4.1028117
50.3720333,-4.1027783
50.3720700,-4.1027433
50.3721117,-4.1027083
50.3721500,-4.1026850
50.3721917,-4.1026733
50.3722350,-4.1026650
50.3722867,-4.1026567
50.3723317,-4.1026417
50.3723833,-4.1026350
50.3724317,-4.1026183
50.3724783,-4.1025817
50.3725283,-4.1025400
50.3725783,-4.1024967
50.3726300,-4.1024617
50.3726817,-4.1024433
50.3727400,-4.1024283
50.3727883,-4.1024050
50.3728450,-4.1023733
50.3729033,-4.1023350
50.3729567,-4.1022867
50.3730117,-4.1022500
50.3730700,-4.1022167
50.3731217,-4.1021883
50.3731767,-4.1021633
50.3732283,-4.1021383
50.3732833,-4.1021167
50.3733400,-4.1021050
50.3733933,-4.1020933
50.3734467,-4.1020750
50.3734933,-4.1020500
50.3735400,-4.1020117
50.3735967,-4.1019683
50.3736417,-4.1019233
50.3736917,-4.1018850
50.3737417,-4.1018450
50.3737933,-4.1018083
50.3738400,-4.1017733
50.3738917,-4.1017450
50.3739417,-4.1017150
50.3739933,-4.1016933
50.3740483,-4.1016750
50.3741083,-4.1016667
50.3741683,-4.1016583
50.3742267,-4.1016583
50.3742783,-4.1016333
50.3743333,-4.1015917
50.3743850,-4.1015550
50.3744383,-4.1015200
50.3744867,-4.1014950
50.3745383,-4.1014750
50.3745867,-4.1014650
50.3746417,-4.1014500
50.3746967,-4.1014350
50.3747517,-4.1014200
50.3748033,-4.1014000
50.3748533,-4.1013683
50.3749050,-4.1013300
50.3749500,-4.1012883
50.3749983,-4.1012450
50.3750450,-4.1012050
50.3750900,-4.1011667
50.3751350,-4.1011300
50.3751867,-4.1010983
50.3752367,-4.1010667
50.3752883,-4.1010383
50.3753400,-4.1010233
50.3753950,-4.1010017
50.3754450,-4.1009767
50.3754900,-4.1009550
50.3755383,-4.1009300
50.3755867,-4.1008983
50.3756417,-4.1008767
50.3756900,-4.1008933
50.3757383,-4.1008983
50.3757900,-4.1008733
50.3758400,-4.1008417
50.3758900,-4.1008117
50.3759383,-4.1007717
50.3759850,-4.1007333
50.3760333,-4.1006950
50.3760867,-4.1006583
50.3761367,-4.1006250
50.3761833,-4.1005950
50.3762283,-4.1005667
50.3762750,-4.1005367
50.3763233,-4.1005050
50.3763767,-4.1004717
50.3764250,-4.1004417
50.3764767,-4.1004083
50.3765267,-4.1003817
50.3765750,-4.1003567
50.3766283,-4.1003333
50.3766783,-4.1003183
50.3767267,-4.1002983
50.3767750,-4.1002867
50.3768283,-4.1002850
50.3768783,-4.1002833
50.3769267,-4.1002733
50.3769750,-4.1002550
50.3770233,-4.1002350
50.3770783,-4.1002183
50.3771383,-4.1001933
50.3771917,-4.1001617
50.3772400,-4.1001367
50.3772883,-4.1001150
50.3773333,-4.1000867
50.3773817,-4.1000550
50.3774350,-4.1000467
50.3774867,-4.1000483
50.3775400,-4.1000300
50.3775933,-4.1000000
50.3776517,-4.0999683
50.3777033,-4.0999450
50.3777567,-4.0999167
50.3778117,-4.0998917
50.3778667,-4.0998650
50.3779200,-4.0998350
50.3779767,-4.0998117
50.3780267,-4.0997883
50.3780683,-4.0997550
50.3781100,-4.0997133
50.3781500,-4.0996500
50.3781817,-4.0995700
50.3782050,-4.0994800
50.3782267,-4.0993917
50.3782433,-4.0993017
50.3782617,-4.0992233
50.3782800,-4.0991533
50.3782950,-4.0990883
50.3783150,-4.0990400
50.3783383,-4.0990083
50.3783650,-4.0989917
50.3783883,-4.0989933
50.3784250,-4.0989933
50.3784750,-4.0990000
50.3785200,-4.0990183
50.3785583,-4.0990183
50.3786017,-4.0990233
50.3786517,-4.0990183
50.3786950,-4.0990150
50.3787283,-4.0990050
50.3787667,-4.0990050
50.3788067,-4.0989983
50.3788450,-4.0989933
50.3788983,-4.0990033
50.3789650,-4.0990050
50.3790150,-4.0990083
50.3790717,-4.0990083
50.3791183,-4.0990050
50.3791550,-4.0989933
50.3791817,-4.0989900
50.3792067,-4.0989817
50.3792267,-4.0989783
50.3792433,-4.0989883
50.3792850,-4.0990333
50.3793233,-4.0990700
50.3793450,-4.0990900
50.3793800,-4.0991167
50.3794300,-4.0991283
50.3794850,-4.0991333
50.3795467,-4.0991433
50.3795950,-4.0991367
50.3796233,-4.0990967
50.3796533,-4.0990433
50.3796800,-4.0989617
50.3796917,-4.0988733
50.3797150,-4.0988017
50.3797417,-4.0987250
50.3797617,-4.0986450
50.3797750,-4.0985767
50.3797800,-4.0985017
50.3798167,-4.0984400
50.3798433,-4.0983750
50.3798717,-4.0983067
50.3799200,-4.0982450
50.3799617,-4.0981817
50.3799983,-4.0981350
50.3800350,-4.0980950
50.3800767,-4.0980467
50.3801217,-4.0979867
50.3801617,-4.0979283
50.3802150,-4.0978733
50.3802617,-4.0978117
50.3802933,-4.0977333
50.3803267,-4.0976517
50.3803500,-4.0975783
50.3803600,-4.0974883
50.3803617,-4.0974083
50.3803867,-4.0973250
50.3804100,-4.0972500
50.3804300,-4.0971650
50.3804550,-4.0970817
50.3804833,-4.0970000
50.3805017,-4.0969283
50.3805217,-4.0968500
50.3805383,-4.0967783
50.3805600,-4.0967017
50.3805900,-4.0966333
50.3806200,-4.0965617
50.3806400,-4.0964850
50.3806400,-4.0964183
50.3806533,-4.0963533
50.3806850,-4.0962833
50.3807167,-4.0962283
50.3807433,-4.0961650
50.3807667,-4.0961067
50.3807967,-4.0960267
50.3808317,-4.0959583
50.3808683,-4.0958950
50.3809083,-4.0958333
50.3809500,-4.0957617
50.3809850,-4.0956917
50.3810133,-4.0956167
50.3810450,-4.0955383
50.3810650,-4.0954567
50.3810867,-4.0953683
50.3811100,-4.0952750
50.3811300,-4.0951850
50.3811450,-4.0951117
50.3811583,-4.0950350
50.3811733,-4.0949717
50.3811783,-4.0948933
50.3811950,-4.0948300
50.3812183,-4.0947700
50.3812500,-4.0947083
50.3812583,-4.0946333
50.3812700,-4.0945567
50.3812883,-4.0944917
50.3813033,-4.0944300
50.3813033,-4.0943550
50.3813117,-4.0942867
50.3813350,-4.0942317
50.3813550,-4.0941800
50.3813683,-4.0941283
50.3813917,-4.0940733
50.3814183,-4.0940117
50.3814567,-4.0939517
50.3814917,-4.0938800
50.3815317,-4.0938100
50.3815717,-4.0937333
50.3815950,-4.0936550
50.3816200,-4.0935683
50.3816383,-4.0934833
50.3816600,-4.0934017
50.3816850,-4.0933233
50.3817250,-4.0932467
50.3817533,-4.0931833
50.3817800,-4.0931167
50.3818033,-4.0930350
50.3818433,-4.0929533
50.3818900,-4.0928683
50.3819283,-4.0927917
50.3819617,-4.0927083
50.3819917,-4.0926250
50.3820117,-4.0925433
50.3820367,-4.0924633
50.3820567,-4.0923817
50.3820700,-4.0922950
50.3820833,-4.0922117
50.3821000,-4.0921300
50.3821150,-4.0920533
50.3821367,-4.0919817
50.3821517,-4.0919050
50.3821633,-4.0918433
50.3821817,-4.0917767
50.3822083,-4.0917083
50.3822350,-4.0916333
50.3822583,-4.0915633
50.3822817,-4.0914867
50.3823000,-4.0914117
50.3823167,-4.0913367
50.3823467,-4.0912533
50.3823700,-4.0911817
50.3823867,-4.0911183
50.3823967,-4.0910700
50.3824017,-4.0910167
50.3824017,-4.0909433
50.3823967,-4.0908867
50.3824133,-4.0908250
50.3824200,-4.0907667
50.3824300,-4.0906867
50.3824450,-4.0906133
50.3824683,-4.0905433
50.3824950,-4.0904783
50.3825100,-4.0904167
50.3825317,-4.0903617
50.3825533,-4.0903067
50.3825867,-4.0902483
50.3826050,-4.0901800
50.3826167,-4.0901167
50.3826350,-4.0900533
50.3826450,-4.0899883
50.3826517,-4.0899367
50.3826550,-4.0898833
50.3826650,-4.0898250
50.3826733,-4.0897650
50.3826833,-4.0897017
50.3827017,-4.0896383
50.3827200,-4.0895750
50.3827333,-4.0895133
50.3827467,-4.0894583
50.3827733,-4.0893933
50.3827917,-4.0893267
50.3827950,-4.0892850
50.3828133,-4.0892350
50.3828400,-4.0891733
50.3828717,-4.0891000
50.3828933,-4.0890250
50.3829083,-4.0889667
50.3829183,-4.0889133
50.3829300,-4.0888683
50.3829400,-4.0888200
50.3829617,-4.0887583
50.3829950,-4.0886917
50.3830133,-4.0886483
50.3830250,-4.0886083
50.3830400,-4.0885783
50.3830550,-4.0885283
50.3830767,-4.0884583
50.3830950,-4.0883733
50.3831150,-4.0883050
50.3831150,-4.0882533
50.3831250,-4.0882033
50.3831483,-4.0881433
50.3831800,-4.0880833
50.3831917,-4.0880200
50.3831983,-4.0879667
50.3832283,-4.0879017
50.3832700,-4.0878300
50.3832983,-4.0877533
50.3833300,-4.0876883
50.3833567,-4.0876350
50.3833917,-4.0875783
50.3834183,-4.0875283
50.3834333,-4.0874717
50.3834567,-4.0873967
50.3834833,-4.0873300
50.3835200,-4.0872667
50.3835500,-4.0872017
50.3835567,-4.0871300
50.3835683,-4.0870650
50.3835717,-4.0869950
50.3835717,-4.0869150
50.3835917,-4.0868483
50.3835900,-4.0867917
50.3835933,-4.0867350
50.3836033,-4.0866750
50.3836067,-4.0866000
50.3836167,-4.0865333
50.3836250,-4.0864700
50.3836467,-4.0864017
50.3836600,-4.0863283
50.3836767,-4.0862517
50.3836800,-4.0861850
50.3836867,-4.0861133
50.3836917,-4.0860467
50.3837017,-4.0859783
50.3836867,-4.0859083
50.3836783,-4.0858417
50.3836650,-4.0857750
50.3836550,-4.0857167
50.3836400,-4.0856617
50.3836300,-4.0856067
50.3836217,-4.0855500
50.3836083,-4.0855017
50.3835833,-4.0854417
50.3835617,-4.0853867
50.3835567,-4.0853383
50.3835550,-4.0852817
50.3835467,-4.0852317
50.3835350,-4.0851750
50.3835250,-4.0851183
50.3835233,-4.0850650
50.3835233,-4.0850150
50.3835250,-4.0849617
50.3835283,-4.0849133
50.3835333,-4.0848600
50.3835300,-4.0848033
50.3835233,-4.0847550
50.3835317,-4.0846933
50.3835417,-4.0846417
50.3835483,-4.0845983
50.3835600,-4.0845500
50.3835717,-4.0844983
50.3835700,-4.0844400
50.3835783,-4.0843717
50.3835900,-4.0843100
50.3835983,-4.0842483
50.3836133,-4.0841867
50.3836283,-4.0841333
50.3836333,-4.0840817
50.3836467,-4.0840200
50.3836667,-4.0839583
50.3836917,-4.0838717
50.3837117,-4.0837833
50.3837200,-4.0836967
50.3837250,-4.0836200
50.3837183,-4.0835400
50.3837000,-4.0834483
50.3836917,-4.0833650
50.3836817,-4.0832883
50.3836583,-4.0831983
50.3836483,-4.0831117
50.3836433,-4.0830350
50.3836283,-4.0829600
50.3836100,-4.0828883
50.3835967,-4.0828233
50.3835783,-4.0827550
50.3835500,-4.0826867
50.3835267,-4.0826283
50.3835017,-4.0825733
50.3834800,-4.0825133
50.3834550,-4.0824550
50.3834300,-4.0824033
50.3834067,-4.0823517
50.3833750,-4.0823150
50.3833500,-4.0822683
50.3833283,-4.0822183
50.3833000,-4.0821767
50.3832717,-4.0821417
50.3832483,-4.0821017
50.3832367,-4.0820550
50.3832150,-4.0820267
50.3832000,-4.0820000
50.3831900,-4.0819700
50.3831850,-4.0819433
50.3831833,-4.0819183
50.3831833,-4.0819117
50.3831933,-4.0819017
50.3832150,-4.0819017
50.3832433,-4.0819067
50.3832817,-4.0819283
50.3833233,-4.0819550
50.3833650,-4.0819833
50.3834033,-4.0820233
50.3834467,-4.0820633
50.3834900,-4.0820933
50.3835333,-4.0821217
50.3835717,-4.0821500
50.3836150,-4.0821783
50.3836550,-4.0822133
50.3837050,-4.0822433
50.3837533,-4.0822783
50.3837967,-4.0823133
50.3838400,-4.0823517
50.3838817,-4.0823933
50.3839233,-4.0824317
50.3839767,-4.0824633
50.3840250,-4.0824917
50.3840667,-4.0825183
50.3841050,-4.0825467
50.3841450,-4.0825850
50.3841817,-4.0826167
50.3842217,-4.0826550
50.3842683,-4.0827000
50.3843067,-4.0827500
50.3843517,-4.0827900
50.3844000,-4.0828367
50.3844400,-4.0829000
50.3844783,-4.0829600
50.3845133,-4.0830167
50.3845383,-4.0830733
50.3845700,-4.0831267
50.3846067,-4.0831700
50.3846417,-4.0832200
50.3846700,-4.0832733
50.3846967,-4.0833217
50.3847283,-4.0833700
50.3847567,-4.0834117
50.3847950,-4.0834483
50.3848283,-4.0834883
50.3848633,-4.0835367
50.3848933,-4.0835800
50.3849233,-4.0836217
50.3849600,-4.0836467
50.3849950,-4.0836750
50.3850300,-4.0836967
50.3850667,-4.0837367
50.3851033,-4.0837733
50.3851433,-4.0838083
50.3851683,-4.0838317
50.3851983,-4.0838433
50.3852400,-4.0838650
50.3852817,-4.0838917
50.3853183,-4.0839183
50.3853567,-4.0839350
50.3853967,-4.0839400
50.3854383,-4.0839417
50.3854683,-4.0839433
50.3855000,-4.0839483
50.3855350,-4.0839417
50.3855767,-4.0839350
50.3856083,-4.0839283
50.3856483,-4.0839167
50.3856833,-4.0839067
50.3857267,-4.0838967
50.3857767,-4.0838733
50.3858200,-4.0838550
50.3858583,-4.0838400
50.3858867,-4.0838200
50.3859133,-4.0837967
50.3859667,-4.0837683
50.3860100,-4.0837400
50.3860583,-4.0837150
50.3860933,-4.0837133
50.3861100,-4.0837183
50.3861383,-4.0837150
50.3861667,-4.0837100
50.3861967,-4.0836983
50.3862233,-4.0836883
50.3862550,-4.0836617
50.3863017,-4.0836067
50.3863567,-4.0835733
50.3864083,-4.0835150
50.3864417,-4.0834550
50.3864833,-4.0833900
50.3865133,-4.0833367
50.3865583,-4.0832800
50.3866033,-4.0832250
50.3866283,-4.0831717
50.3866567,-4.0831233
50.3866917,-4.0830850
50.3867383,-4.0830600
50.3868000,-4.0830383
50.3868733,-4.0830333
50.3869383,-4.0830317
50.3869900,-4.0830267
50.3870517,-4.0830317
50.3871067,-4.0830450
50.3871667,-4.0830500
50.3872217,-4.0830583
50.3872700,-4.0830683
50.3873350,-4.0830600
50.3873850,-4.0830600
50.3874283,-4.0830600
50.3874750,-4.0830517
50.3875250,-4.0830467
50.3875850,-4.0830467
50.3876400,-4.0830617
50.3876917,-4.0830767
50.3877367,-4.0830850
50.3877867,-4.0831117
50.3878483,-4.0831317
50.3879050,-4.0831500
50.3879600,-4.0831683
50.3880050,-4.0831917
50.3880500,-4.0832117
50.3880967,-4.0832283
50.3881450,-4.0832300
50.3881933,-4.0832383
50.3882350,-4.0832583
50.3882833,-4.0832817
50.3883317,-4.0833150
50.3883717,-4.0833450
50.3884117,-4.0833800
50.3884517,-4.0834133
50.3884933,-4.0834517
50.3885333,-4.0835033
50.3885783,-4.0835517
50.3886233,-4.0836083
50.3886683,-4.0836600
50.3887133,-4.0836983
50.3887667,-4.0837433
50.3888133,-4.0838033
50.3888667,-4.0838583
50.3889233,-4.0839150
50.3889767,-4.0839833
50.3890300,-4.0840300
50.3890717,-4.0840983
50.3891100,-4.0841567
50.3891600,-4.0842117
50.3892117,-4.0842550
50.3892517,-4.0843083
50.3892883,-4.0843383
50.3893317,-4.0843700
50.3893800,-4.0844050
50.3894183,-4.0844467
50.3894583,-4.0844967
50.3895067,-4.0845500
50.3895550,-4.0846033
50.3896017,-4.0846617
50.3896500,-4.0847183
50.3897033,-4.0847750
50.3897533,-4.0848250
50.3898000,-4.0848783
50.3898450,-4.0849333
50.3898767,-4.0849633
50.3899017,-4.0849683
50.3899100,-4.0849817
50.3898967,-4.0850083
50.3900033,-4.0849283
50.3900267,-4.0848767
50.3900183,-4.0848433
50.3900533,-4.0847783
50.3902083,-4.0847350
50.3903100,-4.0847617
50.3903950,-4.0847967
50.3904583,-4.0848283
50.3905133,-4.0848683
50.3905483,-4.0849050
50.3905733,-4.0849317
50.3905967,-4.0849750
50.3906317,-4.0849783
50.3906550,-4.0849867
50.3906800,-4.0849817
50.3907483,-4.0849367
50.3907933,-4.0848767
50.3908417,-4.0848233
50.3908933,-4.0847683
50.3909450,-4.0847133
50.3909900,-4.0846667
50.3910350,-4.0846183
50.3910617,-4.0845717
50.3910850,-4.0845467
50.3911200,-4.0845100
50.3911567,-4.0844767
50.3911833,-4.0844583
50.3912100,-4.0844283
50.3912617,-4.0843767
50.3913067,-4.0843283
50.3913350,-4.0842917
50.3913633,-4.0842550
50.3913950,-4.0842400
50.3914283,-4.0842217
50.3914683,-4.0841950
50.3915033,-4.0841783
50.3915250,-4.0841617
50.3915433,-4.0841417
50.3915650,-4.0841267
50.3915867,-4.0841100
50.3916067,-4.0841017
50.3916167,-4.0840967
50.3916367,-4.0840733
50.3916517,-4.0840467
50.3916600,-4.0840100
50.3916583,-4.0839783
50.3916517,-4.0839400
50.3916433,-4.0838950
50.3916367,-4.0838550
50.3916283,-4.0838083
50.3916217,-4.0837617
50.3916167,-4.0837200
50.3916200,-4.0836750
50.3916250,-4.0836283
50.3916200,-4.0835833
50.3916133,-4.0835383
50.3916067,-4.0834867
50.3916033,-4.0834333
50.3916083,-4.0833833
50.3916083,-4.0833367
50.3915933,-4.0832817
50.3915783,-4.0832283
50.3915633,-4.0831800
50.3915467,-4.0831317
50.3915217,-4.0830833
50.3915117,-4.0830350
50.3915000,-4.0829883
50.3914833,-4.0829350
50.3914700,-4.0828750
50.3914567,-4.0828167
50.3914517,-4.0827583
50.3914517,-4.0827067
50.3914500,-4.0826483
50.3914517,-4.0825750
50.3914467,-4.0825017
50.3914417,-4.0824233
50.3914383,-4.0823617
50.3914383,-4.0823167
50.3914383,-4.0822800
50.3914333,-4.0822417
50.3914367,-4.0822017
50.3914417,-4.0821633
50.3914550,-4.0821317
50.3914767,-4.0821033
50.3915050,-4.0820867
50.3915267,-4.0820700
50.3915417,-4.0820450
50.3915517,-4.0820133
50.3915600,-4.0819717
50.3915717,-4.0819250
50.3915883,-4.0818917
50.3916083,-4.0818667
50.3916183,-4.0818583
50.3916250,-4.0818517
50.3916300,-4.0818450
50.3916500,-4.0818350
50.3916867,-4.0818217
50.3917367,-4.0817933
50.3916867,-4.0817617
50.3916767,-4.0817400
50.3916983,-4.0817050
50.3917417,-4.0816667
50.3917900,-4.0816750
50.3918667,-4.0816933
50.3919200,-4.0816867
50.3919600,-4.0816917
50.3920033,-4.0817283
50.3920367,-4.0817383
50.3920717,-4.0817433
50.3921017,-4.0817467
50.3921333,-4.0817367
50.3921633,-4.0817250
50.3921883,-4.0817033
50.3922250,-4.0816867
50.3922533,-4.0816800
50.3922950,-4.0816683
50.3923283,-4.0816567
50.3923683,-4.0816433
50.3924133,-4.0816367
50.3924517,-4.0816617
50.3924850,-4.0816683
50.3925150,-4.0816683
50.3925467,-4.0816733
50.3925833,-4.0816700
50.3926100,-4.0816650
50.3926367,-4.0816617
50.3926667,-4.0816600
50.3926983,-4.0816633
50.3927350,-4.0816583
50.3927750,-4.0816617
50.3928117,-4.0816517
50.3928483,-4.0816533
50.3928767,-4.0816533
50.3929033,-4.0816517
50.3929317,-4.0816500
50.3929650,-4.0816550
50.3930000,-4.0816583
50.3930383,-4.0816533
50.3930833,-4.0816450
50.3931233,-4.0816417
50.3931550,-4.0816367
50.3931767,-4.0816450
50.3931867,-4.0816567
50.3932017,-4.0816717
50.3932167,-4.0816917
50.3932233,-4.0817250
50.3932267,-4.0817583
50.3932300,-4.0817967
50.3932433,-4.0818300
50.3932683,-4.0818550
50.3933017,-4.0818783
50.3933383,-4.0818983
50.3933800,-4.0819117
50.3934300,-4.0819267
50.3934817,-4.0819450
50.3935267,-4.0819667
50.3935733,-4.0819883
50.3936183,-4.0820150
50.3936617,-4.0820400
50.3937050,-4.0820617
50.3937433,-4.0820867
50.3937833,-4.0821050
50.3938233,-4.0821317
50.3938633,-4.0821583
50.3939083,-4.0821817
50.3939500,-4.0822067
50.3939883,-4.0822350
50.3940300,-4.0822667
50.3940683,-4.0822950
50.3941100,-4.0823300
50.3941517,-4.0823683
50.3941933,-4.0824033
50.3942300,-4.0824333
50.3942667,-4.0824633
50.3943000,-4.0824950
50.3943333,-4.0825267
50.3943617,-4.0825600
50.3943917,-4.0825933
50.3944233,-4.0826267
50.3944517,-4.0826567
50.3944817,-4.0826833
50.3945117,-4.0827100
50.3945433,-4.0827333
50.3945800,-4.0827517
50.3946083,-4.0827717
50.3946317,-4.0827900
50.3946533,-4.0828067
50.3946733,-4.0828300
50.3946967,-4.0828600
50.3947250,-4.0828900
50.3947467,-4.0829167
50.3947667,-4.0829417
50.3947900,-4.0829600
50.3948183,-4.0829767
50.3948450,-4.0829917
50.3948650,-4.0830017
50.3948850,-4.0830283
50.3949117,-4.0830450
50.3949333,-4.0830467
50.3949500,-4.0830567
50.3949683,-4.0830583
50.3949883,-4.0830567
50.3950150,-4.0830517
50.3950567,-4.0830750
50.3950833,-4.0830883
50.3951150,-4.0831017
50.3951517,-4.0831233
50.3951867,-4.0831483
50.3952200,-4.0831717
50.3952450,-4.0831817
50.3952733,-4.0831883
50.3953017,-4.0831917
50.3953267,-4.0832033
50.3953533,-4.0832183
50.3953750,-4.0832350
50.3954050,-4.0832500
50.3954333,-4.0832583
50.3954633,-4.0832700
50.3954950,-4.0832850
50.3955267,-4.0832967
50.3955617,-4.0833150
50.3955917,-4.0833317
50.3956200,-4.0833433
50.3956517,-4.0833717
50.3956783,-4.0834000
50.3957017,-4.0834183
50.3957350,-4.0834350
50.3957617,-4.0834583
50.3957933,-4.0834783
50.3958167,-4.0835100
50.3958417,-4.0835250
50.3958683,-4.0835383
50.3958883,-4.0835517
50.3959183,-4.0835633
50.3959467,-4.0835833
50.3959667,-4.0836100
50.3959867,-4.0836350
50.3960167,-4.0836667
50.3960533,-4.0837033
50.3960750,-4.0837150
50.3961050,-4.0837267
50.3961383,-4.0837283
50.3961683,-4.0837433
50.3962067,-4.0837467
50.3962400,-4.0837333
50.3962767,-4.0837217
50.3963067,-4.0837150
50.3963383,-4.0837133
50.3963767,-4.0837050
50.3964100,-4.0837050
50.3964483,-4.0836950
50.3964850,-4.0836917
50.3965050,-4.0836917
50.3965417,-4.0836817
50.3965767,-4.0836700
50.3966033,-4.0836667
50.3966383,-4.0836450
50.3966783,-4.0836267
50.3967117,-4.0836300
50.3967517,-4.0836217
50.3967833,-4.0836133
50.3968150,-4.0836133
50.3968417,-4.0836267
50.3968867,-4.0836267
50.3969317,-4.0836217
50.3969600,-4.0836250
50.3969900,-4.0836483
50.3970283,-4.0836600
50.3970550,-4.0836800
50.3970867,-4.0836967
50.3971200,-4.0837017
50.3971617,-4.0837183
50.3971983,-4.0837350
50.3972300,-4.0837467
50.3972617,-4.0837450
50.3973017,-4.0837633
50.3973333,-4.0837800
50.3973633,-4.0837900
50.3973900,-4.0838000
50.3974200,-4.0838100
50.3974550,-4.0838117
50.3974933,-4.0838267
50.3975267,-4.0838367
50.3975633,-4.0838700
50.3976000,-4.0838917
50.3976350,-4.0838967
50.3976717,-4.0839083
50.3977067,-4.0839250
50.3977467,-4.0839350
50.3977867,-4.0839483
50.3978217,-4.0839617
50.3978483,-4.0839867
50.3978750,-4.0840200
50.3979083,-4.0840317
50.3979367,-4.0840467
50.3979600,-4.0840617
50.3979950,-4.0840733
50.3980300,-4.0840850
50.3980683,-4.0841017
50.3981033,-4.0841250
50.3981367,-4.0841483
50.3981750,-4.0841783
50.3982033,-4.0842167
50.3982350,-4.0842400
50.3982650,-4.0842650
50.3982883,-4.0842750
50.3983117,-4.0842833
50.3983367,-4.0843050
50.3983683,-4.0843267
50.3983933,-4.0843267
50.3984150,-4.0843267
50.3984483,-4.0843400
50.3984867,-4.0843533
50.3985183,-4.0843700
50.3985583,-4.0843883
50.3985933,-4.0844100
50.3986383,-4.0844567
50.3986800,-4.0844783
50.3987033,-4.0844933
50.3987400,-4.0845067
50.3987700,-4.0845050
50.3988017,-4.0845133
50.3988400,-4.0845300
50.3988733,-4.0845733
50.3989100,-4.0846067
50.3989417,-4.0846267
50.3989633,-4.0846500
50.3989900,-4.0846667
50.3990167,-4.0846933
50.3990417,-4.0847117
50.3990633,-4.0847300
50.3990917,-4.0847450
50.3991167,-4.0847717
50.3991450,-4.0848000
50.3991700,-4.0848233
50.3991900,-4.0848467
50.3992200,-4.0848917
50.3992450,-4.0849367
50.3992733,-4.0849800
50.3993050,-4.0850267
50.3993450,-4.0850767
50.3993850,-4.0851167
50.3994150,-4.0851467
50.3994400,-4.0851750
50.3994683,-4.0851967
50.3994900,-4.0852083
50.3995117,-4.0852283
50.3995333,-4.0852483
50.3995600,-4.0852800
50.3995817,-4.0853083
50.3996217,-4.0853217
50.3996500,-4.0853433
50.3996700,-4.0853733
50.3997033,-4.0854300
50.3997400,-4.0854750
50.3997683,-4.0855017
50.3997967,-4.0855250
50.3998267,-4.0855483
50.3998600,-4.0855600
50.3998917,-4.0855933
50.3999167,-4.0856200
50.3999383,-4.0856517
50.3999733,-4.0856933
50.4000117,-4.0857100
50.4000517,-4.0857483
50.4000750,-4.0857683
50.4001033,-4.0858000
50.4001283,-4.0858300
50.4001533,-4.0858383
50.4001933,-4.0858600
50.4002333,-4.0858800
50.4002633,-4.0858950
50.4002950,-4.0859117
50.4003333,-4.0859333
50.4003683,-4.0859600
50.4003933,-4.0859683
50.4004233,-4.0859900
50.4004600,-4.0860467
50.4005000,-4.0860950
50.4005300,-4.0861250
50.4005650,-4.0861433
50.4005983,-4.0861617
50.4006267,-4.0861850
50.4006633,-4.0862200
50.4007000,-4.0862617
50.4007233,-4.0863000
50.4007383,-4.0863417
50.4007683,-4.0863733
50.4007983,-4.0864117
50.4008267,-4.0864367
50.4008467,-4.0864667
50.4008633,-4.0865033
50.4008900,-4.0865367
50.4009217,-4.0865683
50.4009500,-4.0866017
50.4009733,-4.0866383
50.4009917,-4.0866783
50.4010117,-4.0867167
50.4010400,-4.0867533
50.4010700,-4.0867950
50.4010883,-4.0868367
50.4011167,-4.0868700
50.4011633,-4.0869067
50.4012050,-4.0869583
50.4012350,-4.0870167
50.4012667,-4.0870883
50.4012983,-4.0871383
50.4013217,-4.0871733
50.4013517,-4.0871967
50.4013767,-4.0872167
50.4013983,-4.0872383
50.4014150,-4.0872567
50.4014467,-4.0872800
50.4014867,-4.0873067
50.4015300,-4.0873283
50.4015750,-4.0873383
50.4016067,-4.0873350
50.4016333,-4.0873283
50.4016567,-4.0873267
50.4016883,-4.0873167
50.4017117,-4.0872967
50.4017333,-4.0872800
50.4017567,-4.0872600
50.4017900,-4.0872367
50.4018250,-4.0871950
50.4018517,-4.0871617
50.4018833,-4.0871200
50.4019167,-4.0870783
50.4019500,-4.0870233
50.4019883,-4.0869517
50.4020217,-4.0869017
50.4020567,-4.0868500
50.4020883,-4.0868067
50.4021183,-4.0867567
50.4021350,-4.0867167
50.4021600,-4.0866717
50.4021783,-4.0866367
50.4021967,-4.0866000
50.4022183,-4.0865667
50.4022433,-4.0865400
50.4022733,-4.0865150
50.4023183,-4.0864883
50.4023517,-4.0864667
50.4023883,-4.0864233
50.4024283,-4.0863983
50.4024667,-4.0863700
50.4025050,-4.0863450
50.4025433,-4.0863117
50.4025950,-4.0862833
