lat,lon
50.3732300,-4.1284683
50.3731867,-4.1284200
50.3731400,-4.1283650
50.3730950,-4.1283283
50.3730533,-4.1282867
50.3730067,-4.1282283
50.3729500,-4.1281650
50.3728850,-4.1281000
50.3728200,-4.1280383
50.3727550,-4.1279683
50.3726867,-4.1278983
50.3726133,-4.1278150
50.3725350,-4.1277333
50.3724633,-4.1276467
50.3723950,-4.1275583
50.3723133,-4.1274717
50.3722383,-4.1273983
50.3721650,-4.1273183
50.3720950,-4.1272367
50.3720233,-4.1271500
50.3719500,-4.1270583
50.3718767,-4.1269800
50.3718017,-4.1269000
50.3717283,-4.1268183
50.3716583,-4.1267417
50.3715850,-4.1266617
50.3715150,-4.1265883
50.3714433,-4.1265133
50.3713800,-4.1264400
50.3713283,-4.1263583
50.3713033,-4.1262583
50.3713017,-4.1261450
50.3713033,-4.1260333
50.3713150,-4.1259333
50.3713250,-4.1258250
50.3713367,-4.1257117
50.3713483,-4.1255933
50.3713700,-4.1254917
50.3713800,-4.1253900
50.3713917,-4.1252900
50.3714067,-4.1251983
50.3714233,-4.1251067
50.3714350,-4.1250150
50.3714467,-4.1249233
50.3714500,-4.1248267
50.3714517,-4.1247267
50.3714617,-4.1246383
50.3714733,-4.1245533
50.3714850,-4.1244667
50.3714950,-4.1243700
50.3715050,-4.1242750
50.3715083,-4.1241783
50.3715083,-4.1240900
50.3715117,-4.1239950
50.3715217,-4.1239000
50.3715283,-4.1238100
50.3715333,-4.1237117
50.3715417,-4.1236183
50.3715533,-4.1235217
50.3715683,-4.1234267
50.3715800,-4.1233250
50.3715883,-4.1232250
50.3715917,-4.1231233
50.3715967,-4.1230233
50.3716033,-4.1229250
50.3716117,-4.1228200
50.3716200,-4.1227150
50.3716317,-4.1226150
50.3716500,-4.1225083
50.3716617,-4.1223917
50.3716750,-4.1222833
50.3716833,-4.1221783
50.3716933,-4.1220717
50.3716967,-4.1219717
50.3717017,-4.1218900
50.3717117,-4.1218300
50.3717283,-4.1217817
50.3717200,-4.1217200
50.3717083,-4.1216500
50.3716867,-4.1215550
50.3716683,-4.1214583
50.3716817,-4.1213700
50.3717133,-4.1212850
50.3717317,-4.1211967
50.3717483,-4.1211050
50.3717667,-4.1210100
50.3717767,-4.1209133
50.3717933,-4.1208217
50.3718100,-4.1207333
50.3718233,-4.1206417
50.3718350,-4.1205517
50.3718517,-4.1204617
50.3718667,-4.1203700
50.3718767,-4.1202700
50.3718850,-4.1201633
50.3718950,-4.1200683
50.3719000,-4.1199783
50.3719083,-4.1198850
50.3719183,-4.1197883
50.3719267,-4.1196967
50.3719367,-4.1195967
50.3719483,-4.1195017
50.3719600,-4.1194017
50.3719633,-4.1192983
50.3719617,-4.1192033
50.3719733,-4.1191183
50.3719833,-4.1190283
50.3719933,-4.1189367
50.3720017,-4.1188433
50.3720117,-4.1187500
50.3720183,-4.1186533
50.3720300,-4.1185617
50.3720400,-4.1184683
50.3720500,-4.1183800
50.3720567,-4.1182933
50.3720650,-4.1182150
50.3720717,-4.1181467
50.3720783,-4.1180783
50.3720833,-4.1180050
50.3720850,-4.1179267
50.3720900,-4.1178450
50.3721000,-4.1177667
50.3721033,-4.1176833
50.3721083,-4.1176000
50.3721167,-4.1175200
50.3721300,-4.1174400
50.3721383,-4.1173583
50.3721467,-4.1172833
50.3721500,-4.1172000
50.3721517,-4.1171217
50.3721600,-4.1170500
50.3721717,-4.1169817
50.3721933,-4.1169367
50.3722300,-4.1169167
50.3722633,-4.1169250
50.3722950,-4.1169383
50.3723267,-4.1169600
50.3723650,-4.1170117
50.3723983,-4.1170567
50.3724217,-4.1171100
50.3724300,-4.1171767
50.3724283,-4.1172450
50.3724167,-4.1173133
50.3724133,-4.1173867
50.3724133,-4.1174633
50.3724117,-4.1175333
50.3724100,-4.1175967
50.3724067,-4.1176583
50.3724000,-4.1177050
50.3724050,-4.1177583
50.3724250,-4.1178050
50.3724550,-4.1178467
50.3724933,-4.1178650
50.3725283,-4.1178650
50.3725667,-4.1178733
50.3726000,-4.1178783
50.3726433,-4.1178883
50.3726950,-4.1179150
50.3727417,-4.1179183
50.3727717,-4.1179067
50.3728033,-4.1178717
50.3728450,-4.1178317
50.3728867,-4.1177883
50.3729183,-4.1177333
50.3729533,-4.1176883
50.3729900,-4.1176400
50.3730233,-4.1175967
50.3730550,-4.1175367
50.3730700,-4.1174600
50.3730900,-4.1173833
50.3731117,-4.1173150
50.3731150,-4.1172267
50.3731267,-4.1171517
50.3731300,-4.1170733
50.3731300,-4.1170000
50.3731350,-4.1169267
50.3731450,-4.1168567
50.3731583,-4.1167917
50.3731567,-4.1167033
50.3731567,-4.1166217
50.3731617,-4.1165417
50.3731600,-4.1164600
50.3731517,-4.1163833
50.3731483,-4.1163200
50.3731583,-4.1162633
50.3731633,-4.1161983
50.3731650,-4.1161367
50.3731600,-4.1160683
50.3731633,-4.1160150
50.3731950,-4.1159800
50.3732350,-4.1159517
50.3732600,-4.1159133
50.3732650,-4.1158567
50.3732867,-4.1158067
50.3733117,-4.1157383
50.3733300,-4.1156650
50.3733467,-4.1155767
50.3733767,-4.1154950
50.3734033,-4.1154067
50.3734317,-4.1153167
50.3734550,-4.1152300
50.3734767,-4.1151433
50.3735050,-4.1150600
50.3735317,-4.1149783
50.3735617,-4.1149000
50.3735833,-4.1148150
50.3735983,-4.1147250
50.3736200,-4.1146417
50.3736417,-4.1145600
50.3736683,-4.1144883
50.3736850,-4.1144033
50.3737000,-4.1143200
50.3737167,-4.1142417
50.3737367,-4.1141667
50.3737517,-4.1140967
50.3737683,-4.1140183
50.3737850,-4.1139400
50.3737983,-4.1138583
50.3738050,-4.1137750
50.3738150,-4.1136983
50.3738200,-4.1136167
50.3738250,-4.1135333
50.3738267,-4.1134483
50.3738333,-4.1133650
50.3738383,-4.1132783
50.3738400,-4.1131933
50.3738367,-4.1131033
50.3738283,-4.1130117
50.3738233,-4.1129250
50.3738150,-4.1128367
50.3738017,-4.1127400
50.3737867,-4.1126500
50.3737700,-4.1125650
50.3737517,-4.1124833
50.3737367,-4.1124067
50.3737183,-4.1123283
50.3736967,-4.1122550
50.3736750,-4.1121900
50.3736483,-4.1121267
50.3736167,-4.1120683
50.3735883,-4.1120200
50.3735567,-4.1119767
50.3735283,-4.1119350
50.3734967,-4.1118883
50.3734650,-4.1118367
50.3734367,-4.1117833
50.3734017,-4.1117317
50.3733683,-4.1116850
50.3733383,-4.1116317
50.3733083,-4.1115733
50.3732800,-4.1115200
50.3732500,-4.1114683
50.3732150,-4.1114200
50.3731783,-4.1113733
50.3731483,-4.1113250
50.3731233,-4.1112883
50.3730950,-4.1112817
50.3730800,-4.1113150
50.3730817,-4.1113533
50.3730950,-4.1113800
50.3731100,-4.1114200
50.3731317,-4.1114700
50.3731517,-4.1115183
50.3731667,-4.1115733
50.3731817,-4.1116150
50.3732067,-4.1116500
50.3732267,-4.1116650
50.3732450,-4.1116750
50.3732583,-4.1116950
50.3732767,-4.1116983
50.3732850,-4.1116983
50.3732950,-4.1116983
50.3732900,-4.1116800
50.3732883,-4.1116300
50.3732833,-4.1115983
50.3732783,-4.1115700
50.3732450,-4.1115100
50.3732100,-4.1114383
50.3731433,-4.1112550
50.3731433,-4.1112550
50.3734033,-4.1114733
50.3734467,-4.1114217
50.3735267,-4.1113617
50.3735683,-4.1113450
50.3735783,-4.1113233
50.3735717,-4.1113017
50.3735567,-4.1112850
50.3735317,-4.1112633
50.3735017,-4.1112533
50.3734817,-4.1112500
50.3734550,-4.1112417
50.3734333,-4.1112233
50.3734067,-4.1112083
50.3733883,-4.1111900
50.3733633,-4.1111733
50.3733300,-4.1111533
50.3732817,-4.1111183
50.3732283,-4.1110833
50.3731767,-4.1110517
50.3731383,-4.1110183
50.3731000,-4.1109933
50.3730667,-4.1109767
50.3730233,-4.1109567
50.3729767,-4.1109400
50.3729300,-4.1109250
50.3728867,-4.1109117
50.3728467,-4.1108950
50.3728067,-4.1108850
50.3727600,-4.1108700
50.3727150,-4.1108517
50.3726683,-4.1108383
50.3726233,-4.1108283
50.3725767,-4.1108167
50.3725233,-4.1108033
50.3724700,-4.1107900
50.3724200,-4.1107817
50.3723683,-4.1107733
50.3723117,-4.1107667
50.3722583,-4.1107567
50.3722050,-4.1107500
50.3721500,-4.1107483
50.3720983,-4.1107483
50.3720500,-4.1107450
50.3720017,-4.1107400
50.3719533,-4.1107383
50.3719017,-4.1107367
50.3718483,-4.1107383
50.3717933,-4.1107417
50.3717400,-4.1107433
50.3716867,-4.1107517
50.3716300,-4.1107533
50.3715750,-4.1107550
50.3715217,-4.1107567
50.3714700,-4.1107567
50.3714183,-4.1107533
50.3713667,-4.1107483
50.3713133,-4.1107433
50.3712633,-4.1107400
50.3712100,-4.1107350
50.3711583,-4.1107300
50.3711067,-4.1107167
50.3710550,-4.1107067
50.3710050,-4.1106967
50.3709550,-4.1106850
50.3709017,-4.1106733
50.3708517,-4.1106617
50.3707983,-4.1106467
50.3707500,-4.1106317
50.3707000,-4.1106183
50.3706517,-4.1106033
50.3706083,-4.1105833
50.3705617,-4.1105583
50.3705167,-4.1105350
50.3704733,-4.1105133
50.3704300,-4.1104917
50.3703867,-4.1104650
50.3703433,-4.1104367
50.3702983,-4.1104133
50.3702583,-4.1103883
50.3702183,-4.1103583
50.3701783,-4.1103317
50.3701433,-4.1103000
50.3701033,-4.1102683
50.3700650,-4.1102417
50.3700267,-4.1102083
50.3699867,-4.1101783
50.3699483,-4.1101417
50.3699117,-4.1101033
50.3698750,-4.1100633
50.3698333,-4.1100283
50.3697933,-4.1099850
50.3697583,-4.1099433
50.3697200,-4.1099000
50.3696833,-4.1098567
50.3696533,-4.1098083
50.3696250,-4.1097600
50.3695983,-4.1097033
50.3695767,-4.1096467
50.3695500,-4.1095967
50.3695233,-4.1095433
50.3694900,-4.1094950
50.3694600,-4.1094400
50.3694300,-4.1093783
50.3694050,-4.1093200
50.3693783,-4.1092600
50.3693600,-4.1091967
50.3693333,-4.1091300
50.3693117,-4.1090650
50.3692900,-4.1090083
50.3692750,-4.1089417
50.3692550,-4.1088733
50.3692400,-4.1088067
50.3692233,-4.1087367
50.3692017,-4.1086717
50.3691800,-4.1086067
50.3691633,-4.1085450
50.3691417,-4.1084800
50.3691200,-4.1084167
50.3691033,-4.1083483
50.3690817,-4.1082767
50.3690617,-4.1082083
50.3690483,-4.1081367
50.3690283,-4.1080667
50.3690067,-4.1079983
50.3689900,-4.1079333
50.3689717,-4.1078650
50.3689517,-4.1077983
50.3689267,-4.1077267
50.3689017,-4.1076550
50.3688850,-4.1075900
50.3688650,-4.1075233
50.3688383,-4.1074567
50.3688167,-4.1073867
50.3687983,-4.1073233
50.3687733,-4.1072583
50.3687483,-4.1071967
50.3687300,-4.1071400
50.3687117,-4.1070850
50.3686983,-4.1070233
50.3686783,-4.1069633
50.3686567,-4.1069033
50.3686367,-4.1068450
50.3686217,-4.1067850
50.3686033,-4.1067267
50.3685800,-4.1066683
50.3685617,-4.1066100
50.3685417,-4.1065500
50.3685217,-4.1064850
50.3685017,-4.1064233
50.3684833,-4.1063617
50.3684600,-4.1063017
50.3684400,-4.1062383
50.3684200,-4.1061783
50.3684000,-4.1061233
50.3683817,-4.1060767
50.3683617,-4.1060600
50.3683550,-4.1060833
50.3683633,-4.1061283
50.3683750,-4.1061717
50.3683850,-4.1062333
50.3683933,-4.1063017
50.3684117,-4.1063667
50.3684333,-4.1064367
50.3684533,-4.1065067
50.3684750,-4.1065800
50.3684933,-4.1066533
50.3685067,-4.1067183
50.3685200,-4.1067667
50.3685383,-4.1068033
50.3685550,-4.1068300
50.3685650,-4.1068500
50.3685750,-4.1068767
50.3685950,-4.1068800
50.3686417,-4.1068500
50.3686700,-4.1068150
50.3686983,-4.1067917
50.3687233,-4.1067917
50.3687417,-4.1068017
50.3687650,-4.1068233
50.3687917,-4.1068183
50.3688150,-4.1067883
50.3688467,-4.1067583
50.3688750,-4.1067217
50.3689000,-4.1066783
50.3689300,-4.1066367
50.3689583,-4.1065950
50.3689867,-4.1065500
50.3690150,-4.1065017
50.3690433,-4.1064500
50.3690783,-4.1064050
50.3691150,-4.1063633
50.3691433,-4.1063150
50.3691717,-4.1062700
50.3691983,-4.1062300
50.3692267,-4.1061900
50.3692500,-4.1061450
50.3692783,-4.1060950
50.3693133,-4.1060550
50.3693467,-4.1060150
50.3693783,-4.1059700
50.3694067,-4.1059350
50.3694417,-4.1059033
50.3694767,-4.1058750
50.3695217,-4.1058300
50.3695617,-4.1057733
50.3696000,-4.1057183
50.3696317,-4.1056700
50.3696583,-4.1056200
50.3696833,-4.1055683
50.3697150,-4.1055233
50.3697417,-4.1054767
50.3697667,-4.1054183
50.3698017,-4.1053600
50.3698300,-4.1053050
50.3698533,-4.1052467
50.3698750,-4.1051883
50.3698933,-4.1051300
50.3699183,-4.1050833
50.3699417,-4.1050333
50.3699650,-4.1049867
50.3699917,-4.1049383
50.3700133,-4.1048917
50.3700383,-4.1048433
50.3700667,-4.1047967
50.3700950,-4.1047467
50.3701183,-4.1046933
50.3701433,-4.1046433
50.3701683,-4.1045883
50.3701967,-4.1045367
50.3702333,-4.1044817
50.3702717,-4.1044267
50.3702983,-4.1043617
50.3703183,-4.1042933
50.3703350,-4.1042200
50.3703517,-4.1041483
50.3703700,-4.1040783
50.3703850,-4.1040117
50.3704050,-4.1039483
50.3704300,-4.1038933
50.3704717,-4.1038467
50.3705183,-4.1038067
50.3705683,-4.1037733
